CustomerID,ReasonForLeaving,OverallExperience,SpecificIssues,Suggestions,FollowUp,ChurnType
CUST100498,None,Dissatisfied,None,None,No,Loyal
CUST100499,None,Neutral,None,None,No,Active
CUST100500,None,Neutral,None,None,No,Engaged
CUST100501,Better options elsewhere,Very Satisfied,Late deliveries,Lower prices,No,Voluntary
CUST100502,None,Neutral,None,None,No,Engaged
CUST100503,None,Very Dissatisfied,None,None,No,Engaged
CUST100504,None,Satisfied,None,None,No,Active
CUST100505,None,Very Dissatisfied,None,None,No,Active
CUST100506,None,Very Satisfied,None,None,No,Engaged
CUST100507,None,Very Dissatisfied,None,None,No,Active
CUST100508,None,Dissatisfied,None,None,No,Loyal
CUST100509,None,Very Satisfied,None,None,No,Loyal
CUST100510,None,Very Dissatisfied,None,None,No,Loyal
CUST100511,Better options elsewhere,Neutral,Damaged products,Improve product quality,No,Involuntary
CUST100512,None,Very Satisfied,None,None,No,Engaged
CUST100513,None,Neutral,None,None,No,Loyal
CUST100514,None,Neutral,None,None,No,Loyal
CUST100515,None,Satisfied,None,None,No,Active
CUST100516,None,Very Satisfied,None,None,No,Engaged
CUST100517,None,Very Dissatisfied,None,None,No,Engaged
CUST100518,None,Dissatisfied,None,None,No,Loyal
CUST100519,None,Dissatisfied,None,None,No,Engaged
CUST100520,None,Dissatisfied,None,None,No,Loyal
CUST100521,None,Dissatisfied,None,None,No,Active
CUST100522,None,Satisfied,None,None,No,Engaged
CUST100523,None,Very Dissatisfied,None,None,No,Engaged
CUST100524,None,Neutral,None,None,No,Active
CUST100525,Other,Satisfied,Customer service problems,Improve product quality,Yes,Inactive
CUST100526,None,Satisfied,None,None,No,Loyal
CUST100527,Other,Satisfied,Late deliveries,Lower prices,Yes,Downgrade
CUST100528,None,Very Dissatisfied,None,None,No,Engaged
CUST100529,None,Very Dissatisfied,None,None,No,Active
CUST100530,None,Very Satisfied,None,None,No,Loyal
CUST100531,None,Dissatisfied,None,None,No,Loyal
CUST100532,Limited selection,Very Satisfied,Late deliveries,Lower prices,Yes,Downgrade
CUST100533,None,Dissatisfied,None,None,No,Active
CUST100534,None,Satisfied,None,None,No,Engaged
CUST100535,Better options elsewhere,Very Dissatisfied,Late deliveries,Lower prices,Yes,Voluntary
CUST100536,High prices,Satisfied,None,Increase selection,No,Downgrade
CUST100537,None,Neutral,None,None,No,Loyal
CUST100538,None,Dissatisfied,None,None,No,Loyal
CUST100539,None,Neutral,None,None,No,Active
CUST100540,None,Dissatisfied,None,None,No,Active
CUST100541,None,Very Satisfied,None,None,No,Engaged
CUST100542,None,Dissatisfied,None,None,No,Engaged
CUST100543,None,Satisfied,None,None,No,Active
CUST100544,None,Satisfied,None,None,No,Loyal
CUST100545,None,Satisfied,None,None,No,Loyal
CUST100546,None,Very Dissatisfied,None,None,No,Active
CUST100547,None,Very Dissatisfied,None,None,No,Active
CUST100548,Poor product quality,Very Dissatisfied,Damaged products,Lower prices,No,Involuntary
CUST100549,None,Satisfied,None,None,No,Active
CUST100550,None,Very Satisfied,None,None,No,Active
CUST100551,None,Satisfied,None,None,No,Engaged
CUST100552,None,Dissatisfied,None,None,No,Engaged
CUST100553,None,Dissatisfied,None,None,No,Loyal
CUST100554,None,Neutral,None,None,No,Active
CUST100555,None,Very Dissatisfied,None,None,No,Loyal
CUST100556,None,Very Dissatisfied,None,None,No,Engaged
CUST100557,None,Neutral,None,None,No,Active
CUST100558,None,Satisfied,None,None,No,Loyal
CUST100559,None,Neutral,None,None,No,Loyal
CUST100560,None,Dissatisfied,None,None,No,Active
CUST100561,None,Dissatisfied,None,None,No,Loyal
CUST100562,None,Dissatisfied,None,None,No,Loyal
CUST100563,Other,Very Dissatisfied,Damaged products,Better customer support,No,Inactive
CUST100564,None,Satisfied,None,None,No,Engaged
CUST100565,None,Neutral,None,None,No,Loyal
CUST100566,None,Dissatisfied,None,None,No,Engaged
CUST100567,None,Very Dissatisfied,None,None,No,Loyal
CUST100568,None,Satisfied,None,None,No,Active
CUST100569,None,Satisfied,None,None,No,Active
CUST100570,None,Very Dissatisfied,None,None,No,Active
CUST100571,None,Neutral,None,None,No,Loyal
CUST100572,None,Satisfied,None,None,No,Active
CUST100573,Poor product quality,Neutral,Damaged products,Lower prices,Yes,Inactive
CUST100574,None,Satisfied,None,None,No,Engaged
CUST100575,None,Dissatisfied,None,None,No,Loyal
CUST100576,None,Satisfied,None,None,No,Loyal
CUST100577,None,Very Dissatisfied,None,None,No,Engaged
CUST100578,None,Dissatisfied,None,None,No,Loyal
CUST100579,Delivery issues,Neutral,Late deliveries,Better customer support,Yes,Inactive
CUST100580,None,Very Dissatisfied,None,None,No,Engaged
CUST100581,Poor product quality,Dissatisfied,Damaged products,Lower prices,Yes,Voluntary
CUST100582,None,Very Satisfied,None,None,No,Active
CUST100583,None,Dissatisfied,None,None,No,Engaged
CUST100584,None,Neutral,None,None,No,Engaged
CUST100585,None,Satisfied,None,None,No,Active
CUST100586,None,Neutral,None,None,No,Active
CUST100587,Better options elsewhere,Dissatisfied,Damaged products,Increase selection,No,Downgrade
CUST100588,None,Dissatisfied,None,None,No,Active
CUST100589,None,Dissatisfied,None,None,No,Active
CUST100590,Other,Very Satisfied,Payment issues,Improve product quality,No,Voluntary
CUST100591,Poor product quality,Dissatisfied,Damaged products,Increase selection,Yes,Involuntary
CUST100592,Delivery issues,Dissatisfied,Late deliveries,Better customer support,Yes,Voluntary
CUST100593,None,Satisfied,None,None,No,Engaged
CUST100594,None,Neutral,None,None,No,Loyal
CUST100595,None,Dissatisfied,None,None,No,Engaged
CUST100596,None,Neutral,None,None,No,Engaged
CUST100597,None,Dissatisfied,None,None,No,Engaged
CUST100598,None,Neutral,None,None,No,Engaged
CUST100599,None,Very Dissatisfied,None,None,No,Active
CUST100600,None,Satisfied,None,None,No,Active
CUST100601,None,Dissatisfied,None,None,No,Engaged
CUST100602,None,Very Satisfied,None,None,No,Engaged
CUST100603,None,Neutral,None,None,No,Loyal
CUST100604,None,Very Satisfied,None,None,No,Loyal
CUST100605,None,Very Satisfied,None,None,No,Loyal
CUST100606,Delivery issues,Neutral,Damaged products,Improve product quality,Yes,Involuntary
CUST100607,None,Neutral,None,None,No,Active
CUST100608,None,Neutral,None,None,No,Engaged
CUST100609,None,Neutral,None,None,No,Active
CUST100610,High prices,Very Dissatisfied,Damaged products,Increase selection,No,Inactive
CUST100611,None,Neutral,None,None,No,Active
CUST100612,None,Dissatisfied,None,None,No,Engaged
CUST100613,None,Very Dissatisfied,None,None,No,Loyal
CUST100614,None,Neutral,None,None,No,Engaged
CUST100615,Delivery issues,Very Dissatisfied,Late deliveries,Improve product quality,No,Downgrade
CUST100616,None,Very Satisfied,None,None,No,Active
CUST100617,None,Neutral,None,None,No,Loyal
CUST100618,None,Dissatisfied,None,None,No,Loyal
CUST100619,None,Satisfied,None,None,No,Loyal
CUST100620,None,Very Dissatisfied,None,None,No,Active
CUST100621,None,Very Satisfied,None,None,No,Loyal
CUST100622,None,Very Satisfied,None,None,No,Active
CUST100623,None,Dissatisfied,None,None,No,Active
CUST100624,None,Dissatisfied,None,None,No,Engaged
CUST100625,Delivery issues,Neutral,Payment issues,Better customer support,Yes,Voluntary
CUST100626,None,Dissatisfied,None,None,No,Loyal
CUST100627,Limited selection,Very Dissatisfied,Damaged products,Improve product quality,Yes,Involuntary
CUST100628,None,Very Dissatisfied,None,None,No,Loyal
CUST100629,None,Very Satisfied,None,None,No,Active
CUST100630,Other,Very Satisfied,Payment issues,Increase selection,No,Voluntary
CUST100631,None,Very Satisfied,None,None,No,Engaged
CUST100632,None,Satisfied,None,None,No,Active
CUST100633,None,Neutral,None,None,No,Engaged
CUST100634,Better options elsewhere,Very Dissatisfied,Damaged products,Lower prices,No,Voluntary
CUST100635,None,Satisfied,None,None,No,Engaged
CUST100636,None,Satisfied,None,None,No,Active
CUST100637,None,Very Dissatisfied,None,None,No,Active
CUST100638,None,Satisfied,None,None,No,Engaged
CUST100639,None,Neutral,None,None,No,Active
CUST100640,None,Very Dissatisfied,None,None,No,Engaged
CUST100641,None,Very Satisfied,None,None,No,Engaged
CUST100642,None,Satisfied,None,None,No,Engaged
CUST100643,None,Very Dissatisfied,None,None,No,Active
CUST100644,None,Very Satisfied,None,None,No,Loyal
CUST100645,None,Very Satisfied,None,None,No,Active
CUST100646,None,Neutral,None,None,No,Active
CUST100647,None,Satisfied,None,None,No,Engaged
CUST100648,None,Dissatisfied,None,None,No,Loyal
CUST100649,None,Dissatisfied,None,None,No,Active
CUST100650,None,Satisfied,None,None,No,Loyal
CUST100651,None,Satisfied,None,None,No,Active
CUST100652,None,Very Satisfied,None,None,No,Loyal
CUST100653,None,Dissatisfied,None,None,No,Engaged
CUST100654,None,Satisfied,None,None,No,Engaged
CUST100655,None,Dissatisfied,None,None,No,Engaged
CUST100656,None,Dissatisfied,None,None,No,Loyal
CUST100657,None,Very Satisfied,None,None,No,Engaged
CUST100658,None,Very Satisfied,None,None,No,Loyal
CUST100659,None,Very Satisfied,None,None,No,Engaged
CUST100660,None,Very Dissatisfied,None,None,No,Engaged
CUST100661,None,Very Satisfied,None,None,No,Active
CUST100662,None,Satisfied,None,None,No,Loyal
CUST100663,None,Satisfied,None,None,No,Loyal
CUST100664,None,Very Dissatisfied,None,None,No,Loyal
CUST100665,None,Very Satisfied,None,None,No,Engaged
CUST100666,None,Satisfied,None,None,No,Loyal
CUST100667,None,Very Satisfied,None,None,No,Loyal
CUST100668,Limited selection,Dissatisfied,None,Better customer support,No,Involuntary
CUST100669,None,Dissatisfied,None,None,No,Loyal
CUST100670,None,Satisfied,None,None,No,Active
CUST100671,None,Dissatisfied,None,None,No,Loyal
CUST100672,None,Very Satisfied,None,None,No,Engaged
CUST100673,None,Neutral,None,None,No,Active
CUST100674,None,Very Dissatisfied,None,None,No,Active
CUST100675,Other,Very Satisfied,None,Lower prices,No,Inactive
CUST100676,None,Dissatisfied,None,None,No,Active
CUST100677,None,Satisfied,None,None,No,Engaged
CUST100678,None,Very Dissatisfied,None,None,No,Engaged
CUST100679,None,Neutral,None,None,No,Loyal
CUST100680,None,Very Dissatisfied,None,None,No,Active
CUST100681,None,Dissatisfied,None,None,No,Active
CUST100682,None,Very Dissatisfied,None,None,No,Active
CUST100683,None,Satisfied,None,None,No,Engaged
CUST100684,None,Satisfied,None,None,No,Engaged
CUST100685,None,Satisfied,None,None,No,Active
CUST100686,None,Very Dissatisfied,None,None,No,Loyal
CUST100687,None,Dissatisfied,None,None,No,Loyal
CUST100688,None,Dissatisfied,None,None,No,Active
CUST100689,None,Very Satisfied,None,None,No,Active
CUST100690,None,Satisfied,None,None,No,Engaged
CUST100691,None,Dissatisfied,None,None,No,Loyal
CUST100692,Other,Dissatisfied,Damaged products,Enhance delivery service,Yes,Inactive
CUST100693,None,Dissatisfied,None,None,No,Loyal
CUST100694,None,Very Dissatisfied,None,None,No,Active
CUST100695,None,Neutral,None,None,No,Active
CUST100696,None,Very Satisfied,None,None,No,Engaged
CUST100697,None,Neutral,None,None,No,Engaged
CUST100698,None,Dissatisfied,None,None,No,Engaged
CUST100699,None,Very Satisfied,None,None,No,Loyal
CUST100700,None,Very Satisfied,None,None,No,Loyal
CUST100701,High prices,Satisfied,Customer service problems,Increase selection,Yes,Inactive
CUST100702,None,Dissatisfied,None,None,No,Active
CUST100703,Better options elsewhere,Very Satisfied,Payment issues,Lower prices,Yes,Inactive
CUST100704,None,Very Satisfied,None,None,No,Active
CUST100705,None,Neutral,None,None,No,Active
CUST100706,None,Very Dissatisfied,None,None,No,Loyal
CUST100707,None,Dissatisfied,None,None,No,Loyal
CUST100708,None,Neutral,None,None,No,Loyal
CUST100709,None,Dissatisfied,None,None,No,Loyal
CUST100710,Poor product quality,Satisfied,None,Lower prices,Yes,Inactive
CUST100711,None,Satisfied,None,None,No,Engaged
CUST100712,None,Dissatisfied,None,None,No,Active
CUST100713,None,Dissatisfied,None,None,No,Loyal
CUST100714,None,Satisfied,None,None,No,Loyal
CUST100715,None,Very Satisfied,None,None,No,Loyal
CUST100716,None,Satisfied,None,None,No,Loyal
CUST100717,Delivery issues,Very Satisfied,None,Better customer support,Yes,Involuntary
CUST100718,None,Dissatisfied,None,None,No,Active
CUST100719,None,Dissatisfied,None,None,No,Active
CUST100720,None,Neutral,None,None,No,Engaged
CUST100721,Limited selection,Very Satisfied,Damaged products,Lower prices,Yes,Voluntary
CUST100722,None,Very Satisfied,None,None,No,Engaged
CUST100723,None,Very Dissatisfied,None,None,No,Engaged
CUST100724,None,Dissatisfied,None,None,No,Loyal
CUST100725,None,Neutral,None,None,No,Loyal
CUST100726,None,Neutral,None,None,No,Active
CUST100727,None,Satisfied,None,None,No,Active
CUST100728,None,Very Satisfied,None,None,No,Active
CUST100729,None,Satisfied,None,None,No,Loyal
CUST100730,None,Neutral,None,None,No,Loyal
CUST100731,None,Very Satisfied,None,None,No,Loyal
CUST100732,None,Neutral,None,None,No,Engaged
CUST100733,None,Neutral,None,None,No,Engaged
CUST100734,None,Very Satisfied,None,None,No,Loyal
CUST100735,None,Satisfied,None,None,No,Active
CUST100736,Other,Very Satisfied,Customer service problems,Lower prices,No,Involuntary
CUST100737,None,Very Satisfied,None,None,No,Active
CUST100738,None,Dissatisfied,None,None,No,Engaged
CUST100739,None,Very Dissatisfied,None,None,No,Engaged
CUST100740,None,Very Dissatisfied,None,None,No,Engaged
CUST100741,High prices,Neutral,Late deliveries,Increase selection,Yes,Voluntary
CUST100742,None,Very Dissatisfied,None,None,No,Engaged
CUST100743,None,Neutral,None,None,No,Active
CUST100744,None,Dissatisfied,None,None,No,Loyal
CUST100745,None,Dissatisfied,None,None,No,Loyal
CUST100746,None,Dissatisfied,None,None,No,Loyal
CUST100747,None,Very Dissatisfied,None,None,No,Engaged
CUST100748,None,Dissatisfied,None,None,No,Loyal
CUST100749,Better options elsewhere,Dissatisfied,Payment issues,Lower prices,No,Voluntary
CUST100750,None,Satisfied,None,None,No,Engaged
CUST100751,None,Neutral,None,None,No,Engaged
CUST100752,None,Dissatisfied,None,None,No,Engaged
CUST100753,None,Very Satisfied,None,None,No,Engaged
CUST100754,Other,Very Satisfied,None,Improve product quality,Yes,Downgrade
CUST100755,None,Satisfied,None,None,No,Loyal
CUST100756,None,Dissatisfied,None,None,No,Engaged
CUST100757,Limited selection,Satisfied,None,Lower prices,No,Inactive
CUST100758,None,Satisfied,None,None,No,Loyal
CUST100759,Delivery issues,Very Satisfied,Late deliveries,Enhance delivery service,No,Voluntary
CUST100760,Delivery issues,Dissatisfied,Damaged products,Enhance delivery service,No,Voluntary
CUST100761,None,Neutral,None,None,No,Active
CUST100762,None,Neutral,None,None,No,Engaged
CUST100763,None,Very Satisfied,None,None,No,Active
CUST100764,None,Neutral,None,None,No,Engaged
CUST100765,None,Very Satisfied,None,None,No,Active
CUST100766,None,Satisfied,None,None,No,Loyal
CUST100767,Better options elsewhere,Very Dissatisfied,Payment issues,Increase selection,No,Downgrade
CUST100768,None,Neutral,None,None,No,Loyal
CUST100769,None,Neutral,None,None,No,Active
CUST100770,None,Very Dissatisfied,None,None,No,Active
CUST100771,None,Dissatisfied,None,None,No,Loyal
CUST100772,High prices,Satisfied,Damaged products,Lower prices,Yes,Voluntary
CUST100773,Other,Dissatisfied,None,Better customer support,No,Inactive
CUST100774,None,Dissatisfied,None,None,No,Engaged
CUST100775,None,Satisfied,None,None,No,Loyal
CUST100776,None,Neutral,None,None,No,Active
CUST100777,None,Very Dissatisfied,None,None,No,Engaged
CUST100778,None,Satisfied,None,None,No,Engaged
CUST100779,None,Dissatisfied,None,None,No,Engaged
CUST100780,Limited selection,Very Dissatisfied,Payment issues,Enhance delivery service,Yes,Voluntary
CUST100781,Poor product quality,Very Satisfied,None,Better customer support,Yes,Inactive
CUST100782,None,Very Dissatisfied,None,None,No,Engaged
CUST100783,None,Satisfied,None,None,No,Active
CUST100784,Better options elsewhere,Very Dissatisfied,None,Lower prices,No,Downgrade
CUST100785,None,Very Satisfied,None,None,No,Engaged
CUST100786,None,Neutral,None,None,No,Engaged
CUST100787,None,Neutral,None,None,No,Active
CUST100788,None,Dissatisfied,None,None,No,Active
CUST100789,Other,Dissatisfied,Customer service problems,Lower prices,Yes,Downgrade
CUST100790,Better options elsewhere,Dissatisfied,None,Lower prices,No,Voluntary
CUST100791,None,Satisfied,None,None,No,Engaged
CUST100792,None,Dissatisfied,None,None,No,Loyal
CUST100793,None,Neutral,None,None,No,Engaged
CUST100794,None,Very Satisfied,None,None,No,Loyal
CUST100795,None,Very Satisfied,None,None,No,Engaged
CUST100796,None,Very Satisfied,None,None,No,Loyal
CUST100797,None,Satisfied,None,None,No,Active
CUST100798,None,Very Satisfied,None,None,No,Loyal
CUST100799,Other,Neutral,Customer service problems,Improve product quality,No,Involuntary
CUST100800,None,Neutral,None,None,No,Loyal
CUST100801,None,Satisfied,None,None,No,Loyal
CUST100802,Delivery issues,Very Dissatisfied,Customer service problems,Lower prices,No,Inactive
CUST100803,None,Very Satisfied,None,None,No,Engaged
